"ID","offering_highest_level","inst_control","institution_level","sector","hbcu","hospital","medical_degree","tribal_college","urban_centric_locale","offering_highest_degree","offering_grad","inst_system_flag","inst_category","land_grant","inst_size","cc_basic_2018","cc_instruc_undergrad_2018","cc_instruc_grad_2018","cc_undergrad_2018","cc_enroll_2018","cc_size_setting_2018","cc_class","geo_region","HasCTL","SoTL","DBER","TAR","EdRes","Reference","CuratedResourceCollections","Unprogramming","SoTLHowtoWorkshops","OneonOneConsultations","SoTLProjectDevelopmentInstitutes","SoTLWritingRetreats","SoTLFacultyLearningCommunity","CTLCollaborations","TraintheTrainerModel","StudentsasPartnersinSoTL","IncentivesforSoTLProjects","AwardsorTitlesRecognizingSoTLWork","LocalSoTLShowcases"
274,"Master's degree","Private not-for-profit","Four or more years","Private not-for-profit four-year or above",FALSE,NA,FALSE,FALSE,"Suburb large","Master's degree",TRUE,TRUE,"Degree-granting primarily baccalaureate or above",FALSE,"Under 1K","Master's colleges & universities: Medium programs","Arts & sciences focus high graduate coexistence","Postbaccalaureate: Comprehensive programs","Four-year mostly part-time","Majority graduate","Four-year very small primarily nonresidential","Masters colleges universities Medium programs","Far West",TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275,"Master's degree","Public","Four or more years","Public four-year or above",FALSE,FALSE,FALSE,FALSE,"City small","Master's degree",TRUE,TRUE,"Degree-granting not primarily baccalaureate or above",FALSE,"20K","Master's colleges & universities: Small programs","Professions plus arts & sciences some graduate coexistence","Postbaccalaureate: Business-dominant with other professional programs","Four-year mostly full-time inclusive acceptance higher transfer-in","Very high undergraduate","Four-year large primarily nonresidential","Masters colleges universities Small programs","Rocky Mountains",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
276,"Master's degree","Private not-for-profit","Four or more years","Private not-for-profit four-year or above",FALSE,FALSE,FALSE,FALSE,"Suburb large","Master's degree",TRUE,FALSE,"Degree-granting primarily baccalaureate or above",FALSE,"1K","Master's colleges & universities: Small programs","Arts & sciences plus professions high graduate coexistence","Postbaccalaureate: Business-dominant with other professional programs","Four-year mostly part-time","High undergraduate","Four-year small primarily nonresidential","Masters colleges universities Small programs","Far West",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
277,"Master's degree","Private not-for-profit","Four or more years","Private not-for-profit four-year or above",FALSE,FALSE,FALSE,FALSE,"Suburb large","Master's degree",TRUE,FALSE,"Degree-granting primarily baccalaureate or above",FALSE,"Under 1K","Special-focus four-year: Faith-related institutions","Arts & sciences focus no graduate coexistence","Postbaccalaureate: Single program&ndash,Other","Four-year nearly all full-time selective acceptance higher transfer-in","Majority graduate","Four-year very small highly residential","Special focus institution","New England",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
278,"Bachelor's degree","Private not-for-profit","Four or more years","Private not-for-profit four-year or above",FALSE,FALSE,FALSE,FALSE,"Suburb large","Bachelor's degree",FALSE,FALSE,"Degree-granting primarily baccalaureate or above",FALSE,"1K","Baccalaureate colleges: Arts & sciences focus","Arts & sciences focus no graduate coexistence","Not classified (exclusively undergraduate)","Four-year nearly all full-time highly selective acceptance lower transfer-in","Exclusively undergraduate four-year","Four-year small highly residential","Baccalaureate colleges Arts sciences focus","New England",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
279,"Doctor's degree","Public","Four or more years","Public four-year or above",FALSE,FALSE,FALSE,FALSE,"Town fringe","Doctor's degree professional practice",TRUE,FALSE,"Degree-granting primarily baccalaureate or above",FALSE,"1K","Master's colleges & universities: Small programs","Balanced arts & sciences/professions some graduate coexistence","Postbaccalaureate: Education-dominant with arts & sciences programs","Four-year nearly all full-time selective acceptance higher transfer-in","Very high undergraduate","Four-year medium primarily residential","Masters colleges universities Small programs","Great Lakes",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
280,"Associate's degree","Public","At least two but less than four years","Public two-year",FALSE,NA,FALSE,FALSE,"Suburb large","Associate's degree",FALSE,FALSE,"Degree-granting associate's and certificates",FALSE,"5K","Associate's colleges: Transfer-focused mostly traditional students","Associate's colleges: Transfer-focused","Not classified (exclusively undergraduate)","Two-year mixed part/full-time","Exclusively undergraduate two-year","Two-year large","Associates colleges Transfer focused","Mid East",TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
281,"Post-master's certificate","Public","Four or more years","Public four-year or above",FALSE,FALSE,FALSE,FALSE,"Town fringe","Master's degree",TRUE,FALSE,"Degree-granting primarily baccalaureate or above",FALSE,"1K","Baccalaureate colleges: Arts & sciences focus","Arts & sciences plus professions some graduate coexistence","Postbaccalaureate: Education-dominant with other professional programs","Four-year nearly all full-time selective acceptance higher transfer-in","Very high undergraduate","Four-year small highly residential","Baccalaureate colleges Arts sciences focus","New England",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
282,"Doctor's degree","Private not-for-profit","Four or more years","Private not-for-profit four-year or above",FALSE,FALSE,FALSE,FALSE,"City large","Doctor's degree research/scholarship",TRUE,TRUE,"Degree-granting primarily baccalaureate or above",FALSE,"1K","Master's colleges & universities: Large programs","Professions plus arts & sciences some graduate coexistence","Postbaccalaureate: Education-dominant with other professional programs","Four-year mostly full-time selective acceptance higher transfer-in","High undergraduate","Four-year small primarily nonresidential","Masters colleges universities Large programs","Southwest",TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
283,"Doctor's degree","Private not-for-profit","Four or more years","Private not-for-profit four-year or above",FALSE,FALSE,FALSE,FALSE,"Suburb large","Doctor's degree research/scholarship",TRUE,FALSE,"Degree-granting primarily baccalaureate or above",FALSE,"10K","Doctoral/professional universities","Professions plus arts & sciences high graduate coexistence","Research doctoral: Professional-dominant","Four-year mostly part-time","Majority undergraduate","Four-year medium primarily nonresidential","Doctoral professional universities","Mid East",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
284,"Master's degree","Private not-for-profit","Four or more years","Private not-for-profit four-year or above",FALSE,FALSE,FALSE,FALSE,"Rural fringe","Master's degree",TRUE,FALSE,"Degree-granting primarily baccalaureate or above",FALSE,"1K","Master's colleges & universities: Small programs","Professions plus arts & sciences some graduate coexistence","Postbaccalaureate: Other-dominant with other professional programs","Four-year mostly full-time inclusive acceptance higher transfer-in","High undergraduate","Four-year very small primarily residential","Masters colleges universities Small programs","Great Lakes",TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
285,"Doctor's degree","Public","Four or more years","Public four-year or above",FALSE,FALSE,FALSE,FALSE,"City large","Doctor's degree research/scholarship",TRUE,FALSE,"Degree-granting primarily baccalaureate or above",FALSE,"10K","Doctoral universities: Very high research activity","Professions plus arts & sciences high graduate coexistence","Research doctoral: STEM-dominant","Four-year nearly all full-time highly selective acceptance higher transfer-in","High undergraduate","Four-year medium primarily residential","Doctoral universities Very high research activity","Mid East",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
286,"Doctor's degree","Public","Four or more years","Public four-year or above",FALSE,FALSE,FALSE,FALSE,"Town remote","Doctor's degree professional practice",TRUE,TRUE,"Degree-granting primarily baccalaureate or above",FALSE,"5K","Master's colleges & universities: Large programs","Professions plus arts & sciences some graduate coexistence","Postbaccalaureate: Education-dominant with arts & sciences programs","Four-year mostly full-time selective acceptance higher transfer-in","High undergraduate","Four-year medium primarily nonresidential","Masters colleges universities Large programs","Southwest",TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
287,"Bachelor's degree","Public","Four or more years","Public four-year or above",FALSE,FALSE,FALSE,FALSE,"Suburb midsize","Bachelor's degree",FALSE,TRUE,"Degree-granting not primarily baccalaureate or above",FALSE,"5K","Baccalaureate/associate's colleges: Associate's-dominant","Baccalaureate/associate's colleges","Not classified (exclusively undergraduate)","Four-year mostly part-time","Exclusively undergraduate four-year","Four-year medium primarily nonresidential","Baccalaureate associates colleges Associates dominant","Far West",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
288,"Postbaccalaureate certificate","Private not-for-profit","Four or more years","Private not-for-profit four-year or above",FALSE,FALSE,FALSE,FALSE,"Rural distant","Bachelor's degree",TRUE,FALSE,"Degree-granting not primarily baccalaureate or above",FALSE,"Under 1K","Baccalaureate/associate's colleges: Mixed baccalaureate/associate's","Baccalaureate/associate's colleges","Not classified (exclusively undergraduate)","Four-year nearly all full-time selective acceptance higher transfer-in","Exclusively undergraduate four-year","Four-year very small highly residential","Baccalaureate associates colleges Mixed baccalaureate associates","New England",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
289,"Associate's degree","Public","At least two but less than four years","Public two-year",FALSE,NA,FALSE,FALSE,"Suburb large","Associate's degree",FALSE,TRUE,"Degree-granting associate's and certificates",FALSE,"5K","Associate's colleges: Transfer-focused mixed traditional/nontraditional students","Associate's colleges: Transfer-focused","Not classified (exclusively undergraduate)","Two-year mixed part/full-time","Exclusively undergraduate two-year","Two-year large","Associates colleges Transfer focused","Mid East",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
290,"Master's degree","Public","Four or more years","Public four-year or above",FALSE,FALSE,FALSE,FALSE,"City midsize","Master's degree",TRUE,TRUE,"Degree-granting primarily baccalaureate or above",FALSE,"1K","Master's colleges & universities: Medium programs","Professions plus arts & sciences some graduate coexistence","Postbaccalaureate: Education-dominant with other professional programs","Four-year mostly full-time inclusive acceptance higher transfer-in","Very high undergraduate","Four-year medium primarily nonresidential","Masters colleges universities Medium programs","Rocky Mountains",TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
291,"Bachelor's degree","Private not-for-profit","Four or more years","Private not-for-profit four-year or above",FALSE,FALSE,FALSE,FALSE,"Suburb large","Bachelor's degree",FALSE,FALSE,"Degree-granting primarily baccalaureate or above",FALSE,"1K","Baccalaureate colleges: Arts & sciences focus","Arts & sciences focus no graduate coexistence","Not classified (exclusively undergraduate)","Four-year nearly all full-time highly selective acceptance lower transfer-in","Exclusively undergraduate four-year","Four-year small highly residential","Baccalaureate colleges Arts sciences focus","New England",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
292,"Doctor's degree","Private not-for-profit","Four or more years","Private not-for-profit four-year or above",FALSE,FALSE,FALSE,FALSE,"Suburb large","Doctor's degree research/scholarship and professional practice",TRUE,FALSE,"Degree-granting primarily baccalaureate or above",FALSE,"10K","Doctoral universities: Very high research activity","Balanced arts & sciences/professions high graduate coexistence","Research doctoral: Comprehensive programs no medical/veterinary school","Four-year nearly all full-time highly selective acceptance lower transfer-in","Majority undergraduate","Four-year large highly residential","Doctoral universities Very high research activity","Great Lakes",TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
293,"Doctor's degree","Public","Four or more years","Public four-year or above",FALSE,FALSE,FALSE,FALSE,"Rural fringe","Doctor's degree research/scholarship",TRUE,TRUE,"Degree-granting primarily baccalaureate or above",FALSE,"1K","Master's colleges & universities: Medium programs","Arts & sciences plus professions some graduate coexistence","Postbaccalaureate: Business-dominant with arts & aciences programs","Four-year mostly full-time selective acceptance higher transfer-in","High undergraduate","Four-year small primarily nonresidential","Masters colleges universities Medium programs","Southwest",TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
294,"Associate's degree","Public","At least two but less than four years","Public two-year",FALSE,NA,FALSE,FALSE,"Suburb large","Associate's degree",FALSE,TRUE,"Degree-granting associate's and certificates",FALSE,"5K","Associate's colleges: Transfer-focused mixed traditional/nontraditional students","Associate's colleges: Mixed transfer/vocational focus","Not classified (exclusively undergraduate)","Two-year mostly part-time","Exclusively undergraduate two-year","Two-year large","Associates colleges Transfer focused","Great Lakes",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
295,"Doctor's degree","Public","Four or more years","Public four-year or above",FALSE,FALSE,FALSE,FALSE,"Town distant","Doctor's degree research/scholarship",TRUE,TRUE,"Degree-granting primarily baccalaureate or above",FALSE,"5K","Doctoral universities: High research activity","Professions plus arts & sciences high graduate coexistence","Research doctoral: Professional-dominant","Four-year nearly all full-time inclusive acceptance higher transfer-in","High undergraduate","Four-year medium primarily residential","Doctoral universities High research activity","Southwest",TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
296,"At least two but less than four academic years","Public","At least two but less than four years","Public two-year",FALSE,NA,FALSE,FALSE,"Suburb large","Associate's degree",FALSE,TRUE,"Degree-granting associate's and certificates",FALSE,"5K","Associate's colleges: Transfer-focused mixed traditional/nontraditional students","Associate's colleges: Transfer-focused","Not classified (exclusively undergraduate)","Two-year mostly part-time","Exclusively undergraduate two-year","Two-year medium","Associates colleges Transfer focused","Far West",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
